b_id,bill_name,congno,total_amount,total_lobbyists,total_agencies,first_year,last_year,num_years
s708-118,S.708,118.0,405000.0,2.0,8.0,2023,2023,1
s168-118,S.168,118.0,405000.0,10.0,16.0,2023,2023,1
hr5839-112,H.R.5839,112.0,405000.0,13.0,15.0,2013,2013,1
hr771-113,H.R.771,113.0,405000.0,16.0,57.0,2013,2013,1
hr175-118,H.R.175,118.0,405000.0,17.0,29.0,2023,2023,1
s2099-115,S.2099,115.0,404842.0,23.0,78.0,2017,2018,2
s562-115,S.562,115.0,404691.0,14.0,45.0,2017,2018,2
s701-115,S.701,115.0,404556.0,16.0,34.0,2017,2018,2
hr3922-116,H.R.3922,116.0,404318.0,41.0,143.0,2019,2020,2
s3868-116,S.3868,116.0,404016.0,22.0,27.0,2020,2020,1
ZZ1666757,S.AMDT.1973,114.0,403685.0,7.0,15.0,2014,2014,1
hr4414-114,H.R.4414,114.0,403437.0,28.0,100.0,2016,2016,1
hr2006-115,H.R.2006,115.0,403355.0,103.0,115.0,2017,2019,3
hr721-118,H.R.721,118.0,403264.0,9.0,22.0,2023,2023,1
hr4200-114,H.R.4200,114.0,403187.0,12.0,23.0,2015,2015,1
hr3980-114,H.R.3980,114.0,403187.0,12.0,23.0,2015,2015,1
s2137-114,S.2137,114.0,403187.0,12.0,23.0,2015,2015,1
hr3684-114,H.R.3684,114.0,403187.0,12.0,23.0,2015,2015,1
hr6322-117,H.R.6322,117.0,403150.0,8.0,14.0,2021,2022,2
hr5883-117,H.R.5883,117.0,403000.0,15.0,24.0,2021,2023,3
hr4611-114,H.R.4611,114.0,402621.0,21.0,76.0,2016,2016,1
hr193-114,H.R.193,114.0,402527.0,6.0,7.0,2015,2015,1
hr2344-114,H.R.2344,114.0,402224.0,57.0,47.0,2015,2016,2
s787-114,S.787,114.0,402145.0,30.0,18.0,2015,2016,2
hr443-114,H.R.443,114.0,402145.0,30.0,18.0,2015,2016,2
ZZ6907466,H2,116.0,402022.0,4.0,10.0,2020,2020,1
hr7474-116,H.R.7474,116.0,402000.0,13.0,35.0,2020,2020,1
s4441-116,S.4441,116.0,402000.0,17.0,38.0,2020,2020,1
s4720-116,S.4720,116.0,402000.0,15.0,32.0,2020,2020,1
s3387-115,S.3387,115.0,402000.0,18.0,38.0,2018,2018,1
sres738-116,S.RES.738,116.0,402000.0,13.0,36.0,2020,2020,1
hr2538-118,H.R.2538,118.0,401903.0,3.0,4.0,2023,2023,1
hr283-118,H.R.283,118.0,401903.0,3.0,4.0,2023,2023,1
hr381-118,H.R.381,118.0,401903.0,3.0,4.0,2023,2023,1
hr2502-118,H.R.2502,118.0,401903.0,3.0,4.0,2023,2023,1
s1284-117,S.1284,117.0,401843.0,15.0,28.0,2021,2022,2
hr4628-113,H.R.4628,113.0,401699.0,20.0,60.0,2013,2014,2
hconres34-117,H.CON.RES.34,117.0,401250.0,12.0,4.0,2021,2021,1
hr3772-117,H.R.3772,117.0,401220.0,23.0,16.0,2021,2022,2
s3043-114,S.3043,114.0,401013.0,57.0,31.0,2015,2016,2
hr8523-116,H.R.8523,116.0,400852.0,16.0,57.0,2020,2020,1
hr530-117,H.R.530,117.0,400400.0,13.0,35.0,2021,2022,2
hr30-116,H.R.30,116.0,400070.0,25.0,48.0,2019,2020,2
s218-118,S.218,118.0,400000.0,2.0,9.0,2023,2023,1
s1932-117,S.1932,117.0,400000.0,43.0,63.0,2021,2023,3
ZZ6342821,S.4858,114.0,400000.0,4.0,6.0,2018,2018,1
s2501-115,S.2501,115.0,400000.0,10.0,12.0,2018,2018,1
hr9603-117,H.R.9603,117.0,400000.0,4.0,9.0,2022,2022,1
s5080-117,S.5080,117.0,400000.0,4.0,9.0,2022,2022,1
s4901-117,S.4901,117.0,400000.0,17.0,10.0,2022,2022,1
s23-118,S.23,118.0,400000.0,5.0,12.0,2023,2023,1
s2045-113,S.2045,113.0,400000.0,36.0,57.0,2013,2015,3
hr1636-116,H.R.1636,116.0,400000.0,7.0,42.0,2020,2020,1
hr6791-116,H.R.6791,116.0,400000.0,11.0,8.0,2019,2019,1
ZZ649297,S.AMDT.144,114.0,400000.0,4.0,2.0,2013,2013,1
s3642-112,S.3642,112.0,400000.0,6.0,4.0,2013,2013,1
hr9679-117,H.R.9679,117.0,400000.0,4.0,9.0,2022,2022,1
hr1414-116,H.R.1414,116.0,400000.0,5.0,9.0,2019,2020,2
hr965-118,H.R.965,118.0,400000.0,2.0,4.0,2023,2023,1
hr9678-117,H.R.9678,117.0,400000.0,4.0,9.0,2022,2022,1
s3136-115,S.3136,115.0,400000.0,7.0,11.0,2017,2017,1
ZZ363115,H.R.8,114.0,400000.0,5.0,8.0,2014,2014,1
s2131-116,S.2131,116.0,400000.0,4.0,10.0,2019,2020,2
s96-118,S.96,118.0,400000.0,12.0,26.0,2023,2023,1
hr9019-117,H.R.9019,117.0,400000.0,6.0,24.0,2022,2022,1
hr9259-117,H.R.9259,117.0,400000.0,4.0,9.0,2022,2022,1
hr1323-118,H.R.1323,118.0,400000.0,23.0,38.0,2023,2023,1
s1076-116,S.1076,116.0,400000.0,16.0,44.0,2020,2020,1
hr6254-112,H.R.6254,112.0,400000.0,5.0,6.0,2013,2013,1
s4936-116,S.4936,116.0,400000.0,7.0,21.0,2020,2020,1
hr6250-117,H.R.6250,117.0,400000.0,6.0,4.0,2021,2022,2
hr1845-115,H.R.1845,115.0,400000.0,9.0,17.0,2019,2019,1
hr9543-117,H.R.9543,117.0,400000.0,4.0,9.0,2022,2022,1
hr9556-117,H.R.9556,117.0,400000.0,4.0,9.0,2022,2022,1
s3749-115,S.3749,115.0,400000.0,13.0,15.0,2018,2018,1
hr1433-118,H.R.1433,118.0,400000.0,4.0,12.0,2023,2023,1
s4563-117,S.4563,117.0,400000.0,4.0,4.0,2022,2022,1
hr8475-117,H.R.8475,117.0,400000.0,10.0,20.0,2022,2022,1
s1897-115,S.1897,115.0,400000.0,26.0,10.0,2017,2019,3
hr354-118,H.R.354,118.0,400000.0,13.0,43.0,2023,2023,1
s632-115,S.632,115.0,400000.0,10.0,20.0,2017,2017,1
hr6094-117,H.R.6094,117.0,400000.0,18.0,16.0,2022,2023,2
hr5830-116,H.R.5830,116.0,400000.0,22.0,80.0,2019,2020,2
s3382-114,S.3382,114.0,400000.0,30.0,10.0,2016,2016,1
hr5524-115,H.R.5524,115.0,400000.0,9.0,8.0,2018,2018,1
hr9412-117,H.R.9412,117.0,400000.0,4.0,9.0,2022,2022,1
hr9413-117,H.R.9413,117.0,400000.0,4.0,9.0,2022,2022,1
hr9427-117,H.R.9427,117.0,400000.0,9.0,11.0,2022,2022,1
s2238-116,S.2238,116.0,400000.0,19.0,36.0,2019,2020,2
ZZ6278066,H.R.0244,114.0,400000.0,2.0,2.0,2018,2018,1
hr9437-117,H.R.9437,117.0,400000.0,4.0,9.0,2022,2022,1
hr8827-116,H.R.8827,116.0,400000.0,6.0,27.0,2020,2020,1
s2206-113,S.2206,113.0,400000.0,9.0,13.0,2014,2014,1
hr1529-113,H.R.1529,113.0,400000.0,17.0,15.0,2013,2014,2
hr9410-117,H.R.9410,117.0,400000.0,4.0,9.0,2022,2022,1
hr2269-115,H.R.2269,115.0,400000.0,20.0,32.0,2017,2018,2
ZZ6908211,H1,114.0,400000.0,8.0,25.0,2020,2020,1
s3770-117,S.3770,117.0,400000.0,6.0,6.0,2021,2021,1
ZZ1578889,H.R.9,115.0,400000.0,3.0,13.0,2017,2017,1
s2703-117,S.2703,117.0,400000.0,4.0,20.0,2021,2022,2
hr7700-116,H.R.7700,116.0,400000.0,8.0,26.0,2020,2020,1
hr3248-117,H.R.3248,117.0,400000.0,9.0,5.0,2022,2022,1
hconres24-116,H.CON.RES.24,116.0,400000.0,2.0,5.0,2019,2019,1
hr7811-117,H.R.7811,117.0,400000.0,6.0,30.0,2022,2022,1
s252-115,S.252,115.0,400000.0,50.0,37.0,2017,2018,2
hr1037-114,H.R.1037,114.0,400000.0,61.0,45.0,2015,2016,2
hr5802-114,H.R.5802,114.0,400000.0,30.0,10.0,2016,2016,1
ZZ1747839,H.AMDT.126,114.0,400000.0,5.0,4.0,2014,2014,1
hjres52-117,H.J.RES.52,117.0,400000.0,12.0,28.0,2022,2022,1
hr1009-113,H.R.1009,113.0,400000.0,20.0,58.0,2013,2014,2
hr7919-117,H.R.7919,117.0,400000.0,18.0,14.0,2022,2022,1
ZZ5850423,H.R.9,114.0,400000.0,3.0,13.0,2017,2017,1
hr7424-117,H.R.7424,117.0,400000.0,5.0,16.0,2022,2022,1
hr1492-118,H.R.1492,118.0,400000.0,10.0,34.0,2023,2023,1
hr3710-114,H.R.3710,114.0,400000.0,12.0,40.0,2015,2016,2
hr1826-114,H.R.1826,114.0,400000.0,27.0,31.0,2015,2016,2
hr1355-114,H.R.1355,114.0,400000.0,10.0,6.0,2016,2016,1
hr3774-116,H.R.3774,116.0,400000.0,16.0,15.0,2020,2020,1
ZZ6371259,S.4858,114.0,400000.0,4.0,7.0,2018,2018,1
hr8313-116,H.R.8313,116.0,400000.0,4.0,9.0,2020,2020,1
hr4900-117,H.R.4900,117.0,400000.0,11.0,6.0,2022,2022,1
s2163-116,S.2163,116.0,400000.0,7.0,42.0,2020,2020,1
hr472-115,H.R.472,115.0,400000.0,23.0,11.0,2018,2018,1
hr5936-116,H.R.5936,116.0,400000.0,23.0,12.0,2020,2020,1
s2638-115,S.2638,115.0,400000.0,9.0,8.0,2018,2018,1
s2374-115,S.2374,115.0,400000.0,17.0,35.0,2018,2018,1
ZZ6288483,S.4858,114.0,400000.0,4.0,6.0,2018,2018,1
hr3669-117,H.R.3669,117.0,400000.0,33.0,52.0,2021,2022,2
hr9405-117,H.R.9405,117.0,400000.0,4.0,9.0,2022,2022,1
s1596-116,S.1596,116.0,400000.0,41.0,251.0,2019,2020,2
hr5303-116,H.R.5303,116.0,400000.0,23.0,12.0,2020,2020,1
ZZ6141281,H.R.9,114.0,400000.0,3.0,13.0,2017,2017,1
s2615-115,S.2615,115.0,400000.0,8.0,17.0,2018,2018,1
s3133-116,S.3133,116.0,400000.0,12.0,11.0,2020,2020,1
hr9292-117,H.R.9292,117.0,400000.0,4.0,9.0,2022,2022,1
hres255-116,H.RES.255,116.0,400000.0,13.0,30.0,2019,2020,2
hr2766-115,H.R.2766,115.0,400000.0,26.0,10.0,2017,2019,3
hr2376-118,H.R.2376,118.0,400000.0,8.0,31.0,2023,2023,1
ZZ6452251,S.AMDT.5,114.0,400000.0,3.0,2.0,2019,2019,1
ZZ6452252,S.AMDT.6,114.0,400000.0,3.0,2.0,2019,2019,1
s1680-116,S.1680,116.0,399916.0,19.0,52.0,2019,2020,2
s302-115,S.302,115.0,399855.0,11.0,12.0,2018,2018,1
hr7707-116,H.R.7707,116.0,399672.0,2.0,20.0,2020,2020,1
s809-115,S.809,115.0,399534.0,26.0,94.0,2017,2019,3
hr1583-115,H.R.1583,115.0,399305.0,7.0,7.0,2017,2018,2
hr5814-115,H.R.5814,115.0,399305.0,5.0,3.0,2018,2018,1
hr5978-114,H.R.5978,114.0,399293.0,15.0,32.0,2016,2016,1
sjres57-117,S.J.RES.57,117.0,399258.0,20.0,48.0,2022,2022,1
hr3980-117,H.R.3980,117.0,399000.0,29.0,35.0,2021,2021,1
s5169-117,S.5169,117.0,398910.0,6.0,20.0,2022,2022,1
s1297-113,S.1297,113.0,398879.0,17.0,29.0,2013,2014,2
ZZ299047,S.AMDT.67,114.0,398753.0,5.0,5.0,2013,2013,1
hr1991-114,H.R.1991,114.0,398575.0,23.0,24.0,2015,2016,2
hr2642-117,H.R.2642,117.0,398573.0,22.0,21.0,2021,2022,2
hr363-117,H.R.363,117.0,398500.0,28.0,32.0,2021,2022,2
hr2368-113,H.R.2368,113.0,398466.0,27.0,13.0,2013,2013,1
s469-118,S.469,118.0,398230.0,5.0,13.0,2023,2023,1
hr4112-114,H.R.4112,114.0,398208.0,27.0,55.0,2015,2017,3
s1874-113,S.1874,113.0,398000.0,24.0,51.0,2013,2014,2
hr3412-113,H.R.3412,113.0,398000.0,31.0,56.0,2013,2014,2
hr97-117,H.R.97,117.0,397845.0,90.0,93.0,2021,2022,2
hr430-113,H.R.430,113.0,397788.0,21.0,52.0,2013,2014,2
hr26-116,H.R.26,116.0,397691.0,46.0,160.0,2019,2020,2
s3494-115,S.3494,115.0,397661.0,10.0,48.0,2018,2018,1
hr8344-117,H.R.8344,117.0,397632.0,18.0,36.0,2022,2022,1
hr3217-114,H.R.3217,114.0,397572.0,34.0,28.0,2015,2016,2
hr1291-113,H.R.1291,113.0,397544.0,57.0,145.0,2013,2014,2
hr5235-117,H.R.5235,117.0,397505.0,40.0,46.0,2021,2022,2
ZZ6293845,H.AMDT.378,114.0,397188.0,4.0,4.0,2017,2017,1
ZZ6293846,H.AMDT.386,114.0,397188.0,4.0,4.0,2017,2017,1
ZZ6339487,H.R.9321,114.0,396666.0,2.0,2.0,2018,2018,1
sres754-117,S.RES.754,117.0,396300.0,19.0,29.0,2022,2022,1
s4816-117,S.4816,117.0,396300.0,14.0,18.0,2022,2022,1
hr6509-117,H.R.6509,117.0,396215.0,31.0,72.0,2022,2022,1
s688-116,S.688,116.0,396000.0,11.0,8.0,2019,2020,2
hres396-113,H.RES.396,113.0,396000.0,12.0,21.0,2013,2014,2
hr2976-113,H.R.2976,113.0,396000.0,12.0,21.0,2013,2014,2
hr2975-113,H.R.2975,113.0,396000.0,12.0,21.0,2013,2014,2
sres301-113,S.RES.301,113.0,396000.0,12.0,21.0,2013,2014,2
s2109-114,S.2109,114.0,396000.0,5.0,6.0,2015,2016,2
s149-117,S.149,117.0,395946.0,18.0,31.0,2021,2022,2
s3469-115,S.3469,115.0,395848.0,16.0,26.0,2018,2018,1
hr6353-116,H.R.6353,116.0,395775.0,17.0,27.0,2020,2020,1
hr6027-116,H.R.6027,116.0,395775.0,17.0,27.0,2020,2020,1
s2825-116,S.2825,116.0,395775.0,17.0,27.0,2020,2020,1
s803-114,S.803,114.0,395668.0,37.0,65.0,2015,2016,2
s2156-115,S.2156,115.0,395622.0,9.0,33.0,2017,2018,2
ZZ713687,H.AMDT.234,114.0,395252.0,7.0,11.0,2014,2014,1
ZZ2642957,H.AMDT.240,114.0,395252.0,7.0,11.0,2014,2014,1
ZZ2088016,S.AMDT.803,114.0,395252.0,7.0,11.0,2014,2014,1
ZZ1874569,H.AMDT.237,114.0,395252.0,7.0,11.0,2014,2014,1
ZZ1300692,H.AMDT.241,114.0,395252.0,7.0,11.0,2014,2014,1
ZZ1863586,H.AMDT.240,114.0,395252.0,7.0,11.0,2014,2014,1
ZZ240793,S.AMDT.803,114.0,395252.0,7.0,11.0,2014,2014,1
ZZ1655823,H.AMDT.241,114.0,395252.0,7.0,11.0,2014,2014,1
ZZ400877,H.AMDT.240,114.0,395252.0,7.0,11.0,2014,2014,1
ZZ2557574,H.AMDT.234,114.0,395252.0,7.0,11.0,2014,2014,1
s1833-113,S.1833,113.0,395252.0,7.0,11.0,2014,2014,1
ZZ1230331,H.AMDT.237,114.0,395252.0,7.0,11.0,2014,2014,1
ZZ2382335,H.AMDT.241,114.0,395252.0,7.0,11.0,2014,2014,1
ZZ2401066,H.AMDT.237,114.0,395252.0,7.0,11.0,2014,2014,1
ZZ2010586,H.AMDT.234,114.0,395252.0,7.0,11.0,2014,2014,1
ZZ2388564,H.AMDT.234,114.0,395252.0,7.0,11.0,2014,2014,1
ZZ281830,S.AMDT.803,114.0,395252.0,7.0,11.0,2014,2014,1
ZZ646729,S.AMDT.803,114.0,395252.0,7.0,11.0,2014,2014,1
hr4426-113,H.R.4426,113.0,395182.0,5.0,20.0,2014,2014,1
ZZ6242093,H.R.9321,114.0,395172.0,2.0,3.0,2017,2017,1
ZZ5664912,H.R.9321,114.0,395172.0,2.0,3.0,2017,2017,1
ZZ5951235,H.R.9321,114.0,395172.0,2.0,3.0,2017,2017,1
ZZ5382049,H.R.9321,114.0,395172.0,2.0,3.0,2017,2017,1
s495-115,S.495,115.0,395003.0,51.0,33.0,2017,2018,2
hr949-117,H.R.949,117.0,395000.0,22.0,55.0,2021,2022,2
hr5466-116,H.R.5466,116.0,395000.0,21.0,105.0,2019,2020,2
hr4557-117,H.R.4557,117.0,395000.0,15.0,23.0,2021,2021,1
s3865-116,S.3865,116.0,395000.0,75.0,47.0,2020,2020,1
hr4607-113,H.R.4607,113.0,395000.0,12.0,50.0,2013,2015,3
s959-118,S.959,118.0,395000.0,11.0,11.0,2023,2023,1
s2392-117,S.2392,117.0,395000.0,15.0,23.0,2021,2021,1
hr8581-116,H.R.8581,116.0,395000.0,17.0,28.0,2020,2020,1
s2139-115,S.2139,115.0,394928.0,31.0,217.0,2017,2018,2
s2576-114,S.2576,114.0,394621.0,20.0,78.0,2015,2016,2
hr6636-116,H.R.6636,116.0,394605.0,12.0,30.0,2020,2020,1
hr6738-116,H.R.6738,116.0,394605.0,12.0,30.0,2020,2020,1
sres537-116,S.RES.537,116.0,394605.0,12.0,30.0,2020,2020,1
hr5204-114,H.R.5204,114.0,394463.0,15.0,9.0,2015,2016,2
s1735-116,S.1735,116.0,394223.0,7.0,8.0,2019,2020,2
hr3600-117,H.R.3600,117.0,394028.0,24.0,190.0,2021,2022,2
s2468-115,S.2468,115.0,394000.0,23.0,39.0,2018,2018,1
s2085-116,S.2085,116.0,394000.0,26.0,67.0,2019,2020,2
hr2498-113,H.R.2498,113.0,393700.0,50.0,307.0,2013,2014,2
hres1434-117,H.RES.1434,117.0,393502.0,18.0,26.0,2022,2022,1
s3710-116,S.3710,116.0,393434.0,9.0,29.0,2020,2020,1
hr8034-116,H.R.8034,116.0,393248.0,20.0,45.0,2020,2020,1
s4545-116,S.4545,116.0,393164.0,23.0,54.0,2020,2020,1
hr8212-116,H.R.8212,116.0,393164.0,23.0,54.0,2020,2020,1
s4412-116,S.4412,116.0,393164.0,23.0,54.0,2020,2020,1
hr8173-116,H.R.8173,116.0,393164.0,23.0,54.0,2020,2020,1
hr8172-116,H.R.8172,116.0,393164.0,23.0,54.0,2020,2020,1
hr7163-116,H.R.7163,116.0,393164.0,23.0,54.0,2020,2020,1
hr588-113,H.R.588,113.0,393000.0,29.0,57.0,2013,2014,2
hr1681-115,H.R.1681,115.0,392661.0,11.0,77.0,2018,2018,1
hr6178-116,H.R.6178,116.0,392571.0,39.0,67.0,2020,2020,1
hr849-116,H.R.849,116.0,392564.0,9.0,8.0,2019,2019,1
s2555-115,S.2555,115.0,392500.0,15.0,63.0,2017,2019,3
hr792-114,H.R.792,114.0,392208.0,48.0,135.0,2015,2016,2
s2960-114,S.2960,114.0,392086.0,6.0,9.0,2016,2016,1
hr2414-118,H.R.2414,118.0,392035.0,17.0,28.0,2023,2023,1
hr1312-117,H.R.1312,117.0,392000.0,17.0,68.0,2021,2022,2
hr5757-114,H.R.5757,114.0,391866.0,13.0,50.0,2016,2017,2
s458-113,S.458,113.0,391126.0,53.0,341.0,2013,2014,2
hr3397-115,H.R.3397,115.0,390667.0,15.0,37.0,2017,2018,2
hr1215-113,H.R.1215,113.0,390525.0,34.0,118.0,2013,2014,2
s196-116,S.196,116.0,390191.0,46.0,146.0,2019,2020,2
s1720-116,S.1720,116.0,390000.0,26.0,119.0,2019,2020,2
hr1198-114,H.R.1198,114.0,390000.0,7.0,19.0,2015,2016,2
hr6540-116,H.R.6540,116.0,390000.0,42.0,24.0,2019,2020,2
ZZ6775634,H.CON.RES.270,114.0,390000.0,32.0,23.0,2016,2016,1
hr4457-117,H.R.4457,117.0,390000.0,15.0,18.0,2021,2022,2
hr1882-116,H.R.1882,116.0,390000.0,4.0,4.0,2019,2019,1
hr1623-118,H.R.1623,118.0,390000.0,13.0,20.0,2023,2023,1
ZZ631737,S.AMDT.868,114.0,390000.0,3.0,7.0,2013,2013,1
hr1227-115,H.R.1227,115.0,390000.0,16.0,32.0,2017,2018,2
ZZ6552375,H.R.10,114.0,390000.0,3.0,6.0,2019,2019,1
s4920-116,S.4920,116.0,390000.0,4.0,12.0,2020,2020,1
hr6181-117,H.R.6181,117.0,390000.0,32.0,40.0,2021,2022,2
hr8749-116,H.R.8749,116.0,390000.0,4.0,18.0,2020,2020,1
hr1048-118,H.R.1048,118.0,390000.0,3.0,9.0,2023,2023,1
s2759-115,S.2759,115.0,390000.0,13.0,31.0,2018,2018,1
s1773-116,S.1773,116.0,390000.0,5.0,2.0,2019,2019,1
s28-113,S.28,113.0,390000.0,3.0,12.0,2013,2013,1
hr1378-114,H.R.1378,114.0,390000.0,52.0,33.0,2015,2016,2
hr1967-116,H.R.1967,116.0,390000.0,5.0,2.0,2019,2019,1
s2498-113,S.2498,113.0,390000.0,17.0,16.0,2014,2014,1
hr6602-117,H.R.6602,117.0,390000.0,6.0,15.0,2022,2022,1
hr6327-114,H.R.6327,114.0,390000.0,5.0,7.0,2016,2016,1
hr5405-114,H.R.5405,114.0,390000.0,4.0,17.0,2015,2016,2
s1675-116,S.1675,116.0,390000.0,11.0,8.0,2019,2020,2
s572-114,S.572,114.0,390000.0,68.0,71.0,2015,2016,2
s2591-116,S.2591,116.0,390000.0,16.0,42.0,2019,2020,2
s1640-116,S.1640,116.0,390000.0,43.0,155.0,2019,2020,2
hr6325-114,H.R.6325,114.0,390000.0,5.0,7.0,2016,2016,1
ZZ7123127,H2,117.0,390000.0,2.0,2.0,2022,2022,1
s3402-116,S.3402,116.0,390000.0,12.0,17.0,2020,2020,1
hr683-116,H.R.683,116.0,390000.0,11.0,8.0,2019,2020,2
ZZ6948368,H1,117.0,390000.0,3.0,5.0,2021,2021,1
s871-117,S.871,117.0,390000.0,15.0,10.0,2021,2022,2
s690-115,S.690,115.0,390000.0,12.0,37.0,2017,2018,2
sres182-115,S.RES.182,115.0,390000.0,4.0,4.0,2017,2017,1
hr6229-117,H.R.6229,117.0,390000.0,5.0,32.0,2021,2022,2
hr7638-116,H.R.7638,116.0,390000.0,5.0,34.0,2020,2020,1
hr3993-113,H.R.3993,113.0,390000.0,8.0,14.0,2013,2014,2
ZZ307194,S.AMDT.860,114.0,390000.0,3.0,7.0,2013,2013,1
hr4675-114,H.R.4675,114.0,390000.0,9.0,15.0,2016,2016,1
s2264-113,S.2264,113.0,390000.0,20.0,38.0,2013,2014,2
s776-115,S.776,115.0,390000.0,17.0,34.0,2017,2018,2
s2320-116,S.2320,116.0,390000.0,16.0,42.0,2019,2020,2
hr139-117,H.R.139,117.0,390000.0,9.0,23.0,2021,2021,1
s2642-116,S.2642,116.0,390000.0,5.0,8.0,2019,2020,2
s1099-118,S.1099,118.0,390000.0,9.0,93.0,2023,2023,1
hr2512-114,H.R.2512,114.0,390000.0,10.0,20.0,2015,2016,2
ZZ6549499,H.R.10,114.0,390000.0,3.0,6.0,2019,2019,1
hr6114-116,H.R.6114,116.0,390000.0,12.0,17.0,2020,2020,1
s1061-113,S.1061,113.0,390000.0,18.0,37.0,2013,2014,2
hr4160-114,H.R.4160,114.0,390000.0,10.0,34.0,2015,2016,2
s1079-118,S.1079,118.0,390000.0,2.0,6.0,2023,2023,1
hr4773-116,H.R.4773,116.0,390000.0,34.0,56.0,2019,2020,2
s931-116,S.931,116.0,390000.0,5.0,2.0,2019,2019,1
s64-117,S.64,117.0,390000.0,9.0,6.0,2021,2022,2
s3371-117,S.3371,117.0,390000.0,5.0,32.0,2021,2022,2
hr5057-114,H.R.5057,114.0,390000.0,6.0,36.0,2016,2016,1
hr297-115,H.R.297,115.0,390000.0,9.0,22.0,2017,2017,1
hr6679-117,H.R.6679,117.0,390000.0,18.0,17.0,2022,2022,1
s2834-113,S.2834,113.0,390000.0,21.0,82.0,2014,2014,1
ZZ6684482,H.R.10,116.0,390000.0,3.0,7.0,2020,2020,1
hr3472-116,H.R.3472,116.0,390000.0,5.0,2.0,2019,2019,1
s895-114,S.895,114.0,390000.0,7.0,41.0,2015,2016,2
ZZ6613677,H.R.10,114.0,390000.0,3.0,7.0,2020,2020,1
hr3704-117,H.R.3704,117.0,390000.0,9.0,6.0,2021,2022,2
s2064-113,S.2064,113.0,389914.0,16.0,8.0,2014,2014,1
hres729-116,H.RES.729,116.0,389807.0,32.0,87.0,2019,2020,2
hr5162-114,H.R.5162,114.0,389778.0,26.0,28.0,2016,2017,2
hr564-113,H.R.564,113.0,389777.0,25.0,95.0,2013,2014,2
hr4119-114,H.R.4119,114.0,389734.0,24.0,9.0,2016,2016,1
hr2630-114,H.R.2630,114.0,389734.0,24.0,9.0,2016,2016,1
hr4944-114,H.R.4944,114.0,389734.0,24.0,9.0,2016,2016,1
s2807-114,S.2807,114.0,389734.0,24.0,9.0,2016,2016,1
hr9346-117,H.R.9346,117.0,389269.0,4.0,14.0,2022,2022,1
s5179-117,S.5179,117.0,389269.0,4.0,14.0,2022,2022,1
hr9218-117,H.R.9218,117.0,389269.0,4.0,14.0,2022,2022,1
ZZ7256398,H.7654,117.0,389269.0,4.0,14.0,2022,2022,1
hr9554-117,H.R.9554,117.0,389269.0,4.0,14.0,2022,2022,1
hr9538-117,H.R.9538,117.0,389269.0,4.0,14.0,2022,2022,1
ZZ7255217,H2,117.0,389269.0,4.0,14.0,2022,2022,1
hr9535-117,H.R.9535,117.0,389269.0,4.0,14.0,2022,2022,1
hr9373-117,H.R.9373,117.0,389269.0,4.0,14.0,2022,2022,1
s5217-117,S.5217,117.0,389269.0,4.0,14.0,2022,2022,1
hr9537-117,H.R.9537,117.0,389269.0,4.0,14.0,2022,2022,1
hr9372-117,H.R.9372,117.0,389269.0,4.0,14.0,2022,2022,1
s1296-113,S.1296,113.0,389151.0,86.0,87.0,2013,2014,2
hr6261-114,H.R.6261,114.0,389148.0,17.0,25.0,2016,2016,1
hr2498-116,H.R.2498,116.0,389000.0,18.0,42.0,2019,2019,1
s2697-114,S.2697,114.0,388750.0,10.0,64.0,2016,2016,1
ZZ4359803,H.R.8340,114.0,388438.0,5.0,4.0,2017,2017,1
ZZ5621621,H.R.8340,114.0,388438.0,5.0,4.0,2017,2017,1
ZZ4119504,H.R.8340,114.0,388438.0,5.0,4.0,2017,2017,1
ZZ5338758,H.R.8340,114.0,388438.0,5.0,4.0,2017,2017,1
s1619-115,S.1619,115.0,388438.0,13.0,49.0,2017,2018,2
ZZ4602866,H.R.8340,114.0,388438.0,5.0,4.0,2017,2017,1
ZZ4845929,H.R.8340,114.0,388438.0,5.0,4.0,2017,2017,1
ZZ6198802,H.R.8340,114.0,388438.0,5.0,4.0,2017,2017,1
ZZ5907944,H.R.8340,114.0,388438.0,5.0,4.0,2017,2017,1
ZZ5088992,H.R.8340,114.0,388438.0,5.0,4.0,2017,2017,1
hr2830-116,H.R.2830,116.0,388000.0,6.0,12.0,2019,2019,1
hr6964-115,H.R.6964,115.0,388000.0,34.0,47.0,2018,2018,1
hr1963-115,H.R.1963,115.0,387998.0,17.0,18.0,2019,2019,1
s5042-117,S.5042,117.0,387702.0,11.0,11.0,2022,2022,1
s5043-117,S.5043,117.0,387702.0,11.0,11.0,2022,2022,1
s676-116,S.676,116.0,387691.0,47.0,148.0,2019,2020,2
hr192-115,H.R.192,115.0,387500.0,5.0,6.0,2017,2018,2
s1112-114,S.1112,114.0,387500.0,14.0,118.0,2015,2016,2
hr2033-113,H.R.2033,113.0,386892.0,13.0,10.0,2013,2013,1
s3202-116,S.3202,116.0,386356.0,16.0,10.0,2020,2020,1
s3368-117,S.3368,117.0,386300.0,16.0,20.0,2021,2022,2
hr2540-113,H.R.2540,113.0,386048.0,23.0,72.0,2013,2014,2
hr5543-113,H.R.5543,113.0,385688.0,6.0,41.0,2014,2014,1
s2207-113,S.2207,113.0,385194.0,38.0,52.0,2014,2015,2
hr9207-117,H.R.9207,117.0,385135.0,14.0,14.0,2022,2022,1
